Month,Reported by,Falls within,Longitude,Latitude,Location,Crime type
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.047399,54.506129,On or near Hillsborough Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.332962,54.455779,On or near Russell Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.92536,54.601143,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.211625,55.002981,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.678499,54.645899,On or near Cleland Park Central,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.656987,54.347037,On or near Upper Irish Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.656987,54.347037,On or near Upper Irish Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.125223,54.069598,On or near Killowen Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.922125,54.602355,On or near Donegall Quay,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.940252,54.594738,On or near Park View,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.203507,54.716587,On or near Portlee Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.775702,54.802136,On or near Tobermore Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.351616,54.179584,On or near Hospital Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.664749,55.153069,On or near Cambridge Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.698051,54.59165,On or near John Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.896006,54.58095,On or near Graham Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.839334,54.625542,On or near Firmount Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.532792,54.605231,On or near Park Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.701639,54.591952,On or near John Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.905248,54.592261,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.905248,54.592261,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.327301,55.003793,On or near Crawford Square,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.017057,54.538052,On or near Glenwood Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.017057,54.538052,On or near Glenwood Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.737093,54.549175,On or near Cherryvalley Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.912512,54.403509,On or near Clanwilliams Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.804977,54.597267,On or near Cherryhill Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.783459,54.724034,On or near Larne Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.667489,55.127802,On or near Mount Street Mews,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.900537,54.586995,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.877782,54.592303,On or near North Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928321,54.583979,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.076629,54.52348,On or near Beechwood Grove,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.076629,54.52348,On or near Beechwood Grove,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.598292,54.755117,On or near Ashgrove Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.923999,54.598389,On or near Victoria Square,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.332683,54.17696,On or near High Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.298401,54.600309,On or near Drumragh Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.324148,54.47677,On or near Rosemount,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.990764,54.992478,On or near High Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.990764,54.992478,On or near High Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.662854,55.152024,On or near Ballygallin Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.630325,54.343561,On or near Derrychara Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.979363,54.571949,On or near Stockmans Way,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.273761,54.350293,On or near Scarva Walk,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.276106,54.880578,On or near Dunvale,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.018988,54.557195,On or near Glasvey Drive,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.203197,54.722197,On or near Tobergill Gardens,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.053501,54.518078,On or near Bellevue Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.744075,54.631905,On or near Glenwood Crest,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.743266,54.640053,On or near Fountain Close,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.532792,54.605231,On or near Park Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.78403,54.503574,On or near Ashdene,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.025096,54.55619,On or near Glasvey Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.650977,54.400966,On or near Frederick Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.449726,54.818923,On or near Fountain Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933066,54.591086,On or near Dublin Road,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.92988,54.595012,On or near Franklin Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.781528,54.59081,On or near Old Mill Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.781528,54.59081,On or near Old Mill Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.781528,54.59081,On or near Old Mill Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.781528,54.59081,On or near Old Mill Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.771719,54.503809,On or near Sloan Street,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.322477,55.030409,On or near Brookdale Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.013061,55.042377,On or near Tamlough Park,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.300765,54.600539,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.934838,54.656617,On or near Throne Terrace,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.839618,54.290033,On or near Claragh Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.46091,54.750387,On or near Bann Crescent,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.75288,54.500984,On or near Eastvale Avenue,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.335836,54.988533,On or near Iona Court,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.970799,54.628788,On or near ,Violence and sexual offences
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.429094,54.856753,On or near Lawson Park,Violence and sexual offences
